Cód. Art.;Descripcion;Anul;cant;codprecan;resto;codpreres
2028;ALOHA WAICUP FRUT/AMER X 200CC (B12);no;14;2;5;
2029;ALOHA WAICUP BANANA SPLIT X 200CC (B12);no;25;2;0;
2030;ALOHA WAICUP FRAMB GRANIZ X 200CC (B12);no;0;2;6;
2031;ALOHA TOUCH ME MENTA X 110GR (B12);no;0;3;0;
2032;ALOHA TOUCH ME DULCE LECHE X 110GR (B12);no;2;3;8;
2033;ALOHA TOUCH FRAMBUESA X 110GR (B12);no;2;3;3;
2034;ALOHA TOUCH AMERICANA X 110GR (B12);no;2;3;3;
2035;ALOHA ALFAJOR GRANIZ BLACK 8U X 80GR (B6);no;15;2;0;
2036;ALOHA ALFAJOR DDL BLACK 8U X 80GR (B6);no;17;2;1;
2037;ALOHA LA DIEZ X 60GR (B27);no;0;2;0;
2038;ALOHA DOOPLY FRUTI-YOGUR X 50CC (B36);no;14;2;0;
2039;ALOHA VOODOO AMER C/SALSA DDL X 65CC (B24) ;no;0;2;0;
2040;ALOHA MINIKUA FRUTI-AMER X 90 CC (B24);no;12;2;0;
2041;ALOHA MINIKUA DDL-VAINILLA X 90CC (B24);no;15;2;0;
2042;ALOHA BOMBON ESCOCES 8U X 85GR (B6);no;1;2;2;
2043;ALOHA BOMBON ESCOCES BLANCO 8U X 85GR (B6);no;0;2;3;
2044;ALOHA BOMBON SUIZO 8U X 85GR (B6);no;0;2;0;
2045;ALOHA ALMENDRADO 8U X 85GR (B6);no;3;2;4;
2046;ALOHA TRIHELADO (CH-V-F) 8U X 75GR (B6);no;5;2;5;
2047;ALOHA TORTA CHOCO-DULCE X 900GR (B6);no;0;3;0;
2048;ALOHA TORTA AMERIC-FRUTI X 900GR (B6);no;4;3;1;
2049;ALOHA TORTA OSADA X 900GR (B6);no;0;3;-1;
2050;ALOHA TORTA CHOCORRICA X 900 GR (B6);no;2;3;1;
2051;ALOHA POSTRE MAJESTUOSO X 650GR (B12);no;0;2;7;
2052;ALOHA POTE CHOCO C/MANI X 650ML (B12);no;1;2;11;
2053;ALOHA POTE AMERI C/FRUT BOSQ X 650ML (B12);no;1;2;10;
2054;ALOHA POTE DDL TENTACION X 650 ML (B12);no;0;2;10;
2055;ALOHA POTE OSADA X 650ML (B12);no;4;2;7;
2056;ALOHA POSTRE FINERY (BAN SPLIT) X 500GR (B16);no;0;2;10;
2057;ALOHA POSTRE FINERY (FRUT-AMER) X 500GR (B16);no;0;2;8;
2058;ALOHA BALDE 3L 4S ROJO (DLG-CH-AM-FR) ;no;6;3;0;
2059;ALOHA BALDE 3L 4S VERDE (FR-DL-VAI-TR);no;8;3;0;
2060;ALOHA BALDE 3L 4S AMARILLO (BS-DL-V-TIR);no;8;3;0;
2061;ALOHA BALDE 3L 4S MARRON (CH-GR-V-DL);no;9;3;0;
2064;ALOHA BALDE 5L 4S AMARILLO (BS-DL-V-TIR);no;1;;0;
2065;ALOHA BALDE 5L 4S VERDE (FR-DL-VAI-TR);no;0;3;0;
2066;ALOHA BALDE 5L 4S ROJO (DLG-CH-AM-FR);no;7;5;0;
2070;ALOHA ALMENDRADO GAST 30 X 80GR ;no;2;2;0;
2071;ALOHA ALF DDL BLACK GASTRO 18 X 80GR ;no;10;2;0;
2072;ALOHA BOMBON ESCOCES GASTRO 16 X 85GR ;no;0;2;0;
2073;ALOHA BOMBON ESCOCES BLANCO GAST 16 X 85GR;no;0;2;0;
2074;ALOHA BOMBON SUIZO GASTRO 30 X 80GR ;no;0;2;0;
2075;ALOHA TRIHELADO GASTRO (CH-V-F) 30 X 80GR;no;0;2;0;
2076;ALOHA ALF GRANIZ BLACK GASTRO 18 X 80GR;no;1;2;0;
2077;ALOHA PALITO DIET AMERICANA 27X60 (B27);no;5;2;0;
2078;ALOHA PALITO DIET FRUTILLA 27X60 (B27);no;3;2;0;
2080;FRESH BALDE 3L 3S VERDE (GR-F-DL);no;37;3;0;
2081;FRESH BALDE 3L 3S FUXIA (F-SDL-V);no;39;3;0;
2082;FRESH BALDE 3L 3S TURQUESA (DLG-CH-A);no;45;3;0;
2083;FRESH BALDE 3L 4S NARANJA (DL-A FL-TI);no;36;3;0;
2086;FRESH POTE (T) CHOCO-FRUTI X 360 CC (B12);no;5;3;0;
2087;FRESH POTE (T) DDL-AMERICANA X 360CC (B12);no;25;3;0;
2091;FRESH PALITO CREMA FRUT-CHOCO X 50CC (B48);no;0;2;0;
2092;FRESH PALITO CREMA AMER-DDL X 50CC (B48);no;22;2;0;
2093;FRESH BOMBON HELADO X 50GR (B36);no;48;2;0;
2094;FRESH ENJOY ANANA-FRUTI X 50CC (B36);no;-1;2;0;
2095;FRESH ENJOY FRUTI-NARAN X 50CC (B36);no;45;2;0;
2096;FRESH POTE 1L (T) FUXIA (V-F-DDL) (B12);no;1;2;11;
2097;FRESH POTE 1L (T) TURQUESA (AM-CHO-DDL) (B12);no;7;;2;
2098;FRESH POTE 1L (T) VERDE (GRA-FRU-DDL) (B12);no;5;2;3;
2099;FRESH PALITO CREMA FRUT-CHOCO X 50CC (B36);no;15;2;24;
2100;FRESH PALITO CREMA AMER-DDL X 50CC (B36);no;30;2;0;
2107;ALOHA SURFY CHICLE X 50CC (B36);no;3;2;0;
2109;ALOHA SURFY NARA/MANGO X 50CC (B36);no;17;2;0;
2110;ALOHA SURFY FRUTILLA X 50CC (B36);no;-1;2;0;
2111;ALOHA SURFY LIMON X 50CC (B36);no;17;2;0;
2112;ALOHA SURFY UVA X 50CC (B36);no;2;2;0;
2200;LATA 10LTS GRANIZADO;no;3;2;0;
2201;LATA 10 LTS FLAN;no;0;2;0;
2202;LATA 10LTS TRAMONTANA;no;0;2;0;
2203;LATA 10LTS FRUTILLA A LA REINA;no;1;2;0;
2204;LATA 10LTS BANANA SPLIT;no;0;2;0;
2205;LATA 10LTS DULCE DE LECHE GRANIZADO ;no;5;2;0;
2206;LATA 10LTS AMERICANA CON OREO;no;2;2;0;
2207;LATA 10LTS DDL TENTACION;no;3;2;0;
2208;LATA 10LTS VAINILLA;no;1;5;0;
2209;LATA 10 LTS FRUTILLA A LA CREMA;no;0;5;0;
2210;LATA 10LTS DULCE DE LECHE;no;2;5;0;
2211;LATA 10LTS CHOCOLATE;no;2;5;0;
2212;LATA 10LTS AMERICANA;no;2;5;0;
2213;LATA 10LTS CREMA DEL CIELO;no;0;5;0;
2214;LATA 10LTS LIMON;no;1;5;0;
2215;LATA 6KGS CHOCOLATE NEVADO;no;0;5;0;
2216;LATA 6KGS MASCARPONE C/FRUTOS;no;0;5;0;
2217;LATA 6KGS MANTECOL;no;1;5;0;
2218;LATA 6KGS SELVA NEGRA;no;0;5;0;
2219;LATA 6KGS CREMA CHOCORRICA;no;0;5;0;
2220;LATA 6KGS CHOCOLATE CON ALMENDRAS;no;1;5;0;
2221;LATA 6KGS SUPER DULCE DE LECHE ;no;1;5;0;
9001;QUESO CREMOSO 1/2 HORMA TREGAR;no;5;;0;
9002;QUESO CREMOSO 1/2 HORMA REMANSO X KG;no;0;;0;
9003;QUESO DANBO 1/2 HORMA TREGAR X KG;no;1;;0;
9004;QUESO BARRA 1/2 HORMA REMANSO X KG;no;13;;0;
9005;QUESO P/SALUT 1/2 HORMA TREGAR X KG;no;-1;;0;
9006;QUESO P/SALUT LIGHT 1/2 HORMA X KG;no;2;;0;
9008;QUESO CRIOLLO TREGAR 1/2 HORMA X KG.;no;-5;;0;
9009;QUESO HOLANDA 1/2 HORMA TREGAR X KG.;no;4;;0;
9010;QUESO PATEGRAS 1/2 HORMA TREGAR X KG;no;0;;0;
9011;QUESO FONTINA 1/2 HORMA TREGAR X KG.;no;0;;0;
9012;QUESO AZUL 1/2 HORMA X KG.;no;0;;0;
9013;QUESO CHEDDAR 1/2 PIEZA X KG;no;0;;0;
9014;FONTINA TREGAR 1/4 PIEZA;no;0;;0;
9219;PIAM. SALAME MILAN 1/2 PIEZA;no;-1;;0;
9222;PIAM. SALAME CRESPON 1/2 PIEZA;no;0;;0;
9225;PIAM. MORTADELA BOLOGNA 1/2 PIEZA;no;2;;0;
9227;PIAM. JAMON COCIDO 1/2 PIEZA;no;1;;0;
9228;PIAM. F COC DE PATA CERDO 1/2 PIEZA;no;-1;;0;
9229;PIAM. PALETA DE CERDO 1/2 PIEZA;no;12;;0;
9230;PIAM. F PALETA CERDO 131 MEDIA PIEZA;no;9;;0;
9231;PIAM. PALETA P/ EMPAREDADO 131 MEDIA PIEZA;no;10;;0;
9232;PIAM. JAMON CRUDO SIN CUERO SIN HUESO MEDIA PIEZA;no;-1;;0;
9251;MORTADELA SOCHA 214 MEDIA PIEZA X KG.;no;0;;0;
9254;CA FIAMBRE PALETA CERDO 1/2 PIEZA;no;0;;0;
9255;CA JAMON COCIDO CERDO 1/2 PIEZA;no;0;;0;
9256;CA JAMON COCIDO NATURAL MILLENIUM MEDIA PIEZA;no;0;;0;
9259;CAB ANT BOLOGNA 1/2 PIEZA;no;0;;0;
9260;CENTURION PALETA COCIDA 1/2 PIEZA;no;0;;0;
9270;CAGNOLI FIAMBRE PATA 1/2 PIEZA;no;-1;;0;
9271;CAGNOLI JAMON COC 1/2 PIEZA;no;3;;0;
9273;CAGNOLI MILAN 1/2 PIEZA;no;0;;0;
9290;ALTEZZA PALETA 1/2 PIEZA;no;0;;0;
9291;CHACRA MILAN 1/2 PIEZA;no;0;;0;
9620;TONUTTI MOZZARELLA 1/2 PIEZA;no;2;;0;
9623;TONUTTI ROMANO 1/2 PIEZA;no;0;;0;
9624;TONUTTI SARDO 1/2 PIEZA;no;-8;;0;
9625;LA QUESERA QUESO AZUL 1/2 PIEZA;no;40;;0;
9630;QUESO SARDO ALBOR 1/2 PIEZA;no;0;;0;
9632;LA QUESERA PROVOLONE 1/2 PIEZA;no;0;;0;
9634;LA QUESERA PARMESANO MEDIA PIEZA;no;0;;0;
9642;QUESO SARDO LA ENTRER 1/2 PIEZA;no;0;;0;
9831;PAULINA DAMBO 1/2 PIEZA;no;1;;0;
9832;PAULINA SANDWICH 1/2 PIEZA;no;0;;0;
9833;PAULINA TYBO 1/2 PIEZA;no;0;;0;
9834;PAULINA CREMOSO 1/2 PIEZA;no;24;;0;
9835;PAULINA CREM DOBLE CREMA 1/2 PIEZA;no;0;;0;
9836;PAULINA CREMOSO RECREM 1/2 PIEZA;no;0;;0;
9837;PAULINA QUESO P/SALUT 1/2 PIEZA;no;0;;0;
9838;PAULINA P/SALUT LIGHT 1/2 PIEZA;no;0;;0;
9839;PAULINA MAGRO SIN SAL 1/2 PIEZA;no;0;;0;
9840;PAULINA MUZZA P/FETEAR 1/2 PIEZA;no;0;;0;
9842;PAULINA FONTINA 1/2 PIEZA;no;0;;0;
9843;PAULINA PATEGRAS 1/2 PIEZA;no;4;;0;
9844;PAULINA SARDO 1/2 PIEZA;no;0;;0;
9845;PAULINA GOYA ESPECIAL 1/2 PIEZA;no;0;;0;
9846;PAULINA PROVOLONE HILADO 1/2 PIEZA;no;1;;0;
9847;PAULINA CHEDDAR FETAS 1/2 PIEZA;no;1;;0;
9848;PAULINA FONTINA 1/4 PIEZA;no;0;;0;
22011;SIMPLOT PAPAS FRITAS X 700 GRS (B20);no;9;;16;
22013;SIMPLOT PAPAS FRITAS X 1.1 KG (B12);no;3;;7;
22015;SIMPLOT PAPAS STEAKH. X 700 (B20);no;1;;12;
22017;SIMPLOT PAPAS RUSTICAS X 2.5 KG (B7);no;0;;1;
22018;SIMPLOT PAPAS RUSTICAS X 700 (B20);no;4;;18;
22085;SIMPLOT PAPAS EXTRA CRUNCH X 700 (B20);no;6;;12;
22103;SADIA NUGGETS POLLO CROCANTE X KG;no;10;;0;
22123;SADIA PAVITA;no;0;;0;
22130;SIMPLOT PAPAS NOISETTES X 500 (B20);no;0;;1;
22133;SADIA PECHUGA REB X 3 KG;no;3;;0;
22135;SIMPLOT PAPAS C/FINO EXTRA CRUNCH (B18);no;7;;11;
22136;SADIA CHIKEN  FINGERS X 3 KG;no;0;;0;
22139;SADIA CHICKEN FINGERS  X 720GS (B8);no;0;;0;
22190;SIMPLOT AROS CEBOLLA X 500 (B22);no;0;;0;
22191;SIMPLOT PAPA COOL FRAIS X 2KG (B7);no;110;;5;
22207;SADIA JAMON CRUDO S/H C/C;no;0;;0;
22208;SADIA NUGGETS X 300 GRS (16);no;4;;0;
22250;SADIA SUPREMA POLLO X 480 (20);no;1;;18;
22260;SADINESA POLLO RELLENA X 100 (B30);no;0;;0;
22261;SADINESA DE POLLO X 100 GRS (45);no;1;;34;
22280;PLANT PLUS MEDALLONES DE SOJA X 2 (B12);no;1;;3;
22300;SADIA GOLDEN CHIKEN X 300 (B16);no;3;;13;
22301;SADIA ALITAS DE POLLO X 400 (B14);no;9;;3;
22302;SADIA TIRITAS DE POLLO X 300 (B12);no;3;;5;
22330;SADIA NUGGET SAURIO X 400 (B12);no;8;;6;
22331;SADIA NUGGET SAURIO X 900 (B7);no;5;;1;
22333;LASAGNA MIX DE QUESO X 350 (B12);no;0;;-1;
22334;LASAGNA BOLOGNESA X 350 (B12);no;0;;-2;
213163;GRASA FATY X 500 (B20);no;0;;0;
213171;GRASA FATY X 1 KG (B12);no;0;;0;
219437;PATYVIENA TIPO ALEMAN X 4 UNID (B17);no;0;;0;
236213;PATY SUPER COMERCIAL X 40 UNID;no;15;;0;
240121;PATY CLASICO X 20 UN. (B8);no;1;;2;
251099;GOOD MARK TRAD X 4 (B24);no;0;;0;
270256;GREEN LIFE ESPINACA X 550 GRS (B16);no;12;;9;
270257;GREEN LIFE CHOCLO X 350 GRS (B36);no;3;;23;
270258;GREEN LIFE ARVEJAS X 350 GRS (B36);no;2;;27;
270259;GREEN LIFE CHAUCHA X 350 GRS (B28);no;4;;0;
270260;GREEN LIFE ACELGA X 550 GRS (B16);no;11;;2;
270262;GREEN LIFE BROCOLI X 450 GRS (B12);no;7;;0;
270263;GREEN LIFE MIX PRIMAVERA X 350 (B28);no;3;;2;
270429;ESPINACA CATERING X 2.5 KG (B4);no;22;;3;
270430;ACELGA CATERING X 2.5 KG (B4);no;22;;0;
270431;CHAUCHAS CATERING 2.5 KG (B5);no;2;;1;
270432;BROCOLI CATERING X 2 KG (B3);no;3;;1;
270433;MIX PRIMAVERA CATERING X 2,5 (B5);no;1;;0;
270522;TRES CRUCES MEDALLON X 2 UNID (B48);no;45;;9;
270600;TRES CRUCES SALCHICHAS X 12 (B12);no;9;;8;
270607;PATY CLASICO 72 X 4 UNID (B24);no;16;;10;
270611;CHOCLO CATERING X 2.5 KG (B5);no;9;;3;
270612;ARVEJAS CATERING X 2.5 KG (B5);no;2;;1;
270669;ESPINACA CONG. X 1 KG (B10);no;0;;0;
270680;GREEN LIFE MED. ESPIN/PIMIE X 2 (B24);no;0;;0;
270681;GREEN LIFE MED. ARVE/BROCO X 2 (B24);no;0;;-1;
270682;GREEN LIFE MED CALAB/CHOCL X 2 (B24);no;0;;0;
270683;GREEN LIFE MED LENT/ZANAH X 2 (B24);no;0;;0;
270698;GREEN LIFE FRUTILLAS CONG X 400 (B16);no;3;;11;
270699;GREEN LIFE MORAS CONG.X 550 (B16);no;1;;1;
270701;GREEN LIFE FRAMBUESAS X 400 GRS (B16);no;1;;11;
270878;GREEN LIFE ARANDANOS (B16);no;2;;15;
270879;MIX 4 BERRIES X 400 GR (B16);no;0;;0;
270910;PATY DE CANCHA - SUPER- (B12);no;2;;0;
271002;PATY DE CASA FLOW X 2 (B24);no;0;;0;
271003;VEGGIES CALAB/CHOCLO X 4 (12);no;11;;7;
271004;VEGGIES ESPIN/PIMIEN X 4 (B12);no;13;;9;
271005;VEGGIES LENTEJA/ZANAH X 4 (B12);no;12;;7;
271006;VEGGIES ARVEJA/BROCOLI X 4 (B12);no;14;;4;
271011;GOOD MARK XL FLOW X 250 GRS (20);no;2;;0;
271040;PATY DE CANCHA FLOW X 2 (B20);no;9;;16;
271050;PATY EXPRESS FLOW X 2 UNID (B48);no;64;;37;
271085;VIENISSIMA PICANTE X 6 (B20);no;2;;9;
271112;MILANESA DE SOJA GOOD MARK (B12);no;14;;10;
324405;PATY MILANESA X 2 UNID (B36);no;3;;32;
338786;MEDALLON BARFY  X 2 UNID (B48);no;45;;42;
385834;PATY MILANESA X 4 UNID (B16);no;1;;10;
428316;MEDALLON BARFY X 4 UNID (B24);no;6;;20;
436438;PATY CLASICO 12 UNID (B12);no;2;;6;
436465;PATY CLASICO X 4 UNID (B24);no;17;;14;
437186;PATY LIGHT X 4 UNID (B24);no;0;;19;
437846;PATY CLASICO X 60 UNID;no;43;;0;
439739;PATY LIGHT FLOW X 2 (B30);no;0;;0;
439779;PATY CLASICO FLOW X 2 UNID (B30);no;0;;-4;
439809;PATY GRANDE X 4 UNID (B15);no;2;;7;
439829;PATY FINITAS X 2 UNID (B36);no;205;;31;
440456;PATY GRANDES FLOW X 2 UNID (B24);no;2;;16;
445634;PATY EXPRESS X 4 UNID (B24);no;178;;9;
451323;BARFY MED COMERCIAL X 72;no;0;;0;
526048;PATY CEBOLLA FLOW X 2 (B24);no;0;;19;
526049;PATY MORRON ASADO FLOW X 2 (B24);no;0;;22;
526913;PATY QUESO PROVOL. FLOW X 2 (B24);no;0;;22;
561279;PATY EXPRESS X 72 UNID;no;1;;0;
579212;SADIA PALETA DE CERDO;no;88;;0;
579214;SADIA JAMON COCIDO;no;89;;0;
579521;VIENISSIMA X 6 UNID (B20);no;71;;1;
579524;VIENISSIMA X 12 UNID (B10);no;23;;0;
579536;PATYVIENA X 6 UNID (B20);no;64;;7;
579537;PATYVIENA X 12 UNID (B10);no;26;;5;
579539;PATYVIENA FUN X 6 UNID (B24);no;81;;22;
597741;SALCHICHAS ICB X 6 UNID (B24);no;53;;7;
701011;PATYVIENA GASTRONOMICA X 18 (B8);no;11;;3;
800000;SERVICIOS DE DISTRIBUCION FEBRERO 2025;no;14;;0;
800102;SACHETERO MANFREY;no;-109;;0;
800103;HELADERA VERTICAL;no;1;;0;
800104;LECHE CONDENSADA NESTLE;no;0;;0;
800105;FREZZER PATY;no;25;;0;
800106;FLETES;no;-447;;0;
900000;CENA FNS 2025;no;196;;0;
